,"대여소
번호",보관소(대여소)명,소재지(위치),상세주소,위도,경도,"설치
시기",설치형태,거치대수,"운영
방식"
177,4781.0, 브라운스위트레지던스,중구,서울특별시 중구 중립동 340-1,37.56147003,126.96801758,2020-10-05 00:00:00.000,,10,QR
178,4782.0, 서소문역사공원,중구,서울특별시 중구 의주로2가 16-6,37.56157303,126.9684906,2020-10-05 00:00:00.000,,10,QR
179,4784.0, 중부경찰서앞 사거리,중구,서울특별시 중구 저동2가 22-1,37.56459045,126.99076843,2020-10-19 00:00:00.000,,10,QR
180,4785.0, 롯데시티호텔,중구,서울특별시 중구 장교동 74,37.56691742,126.98783112,2020-10-19 00:00:00.000,,8,QR
181,4791.0, 명동역9번 출구,중구,서울특별시 중구 퇴계로 135-14 구두수선대124,37.56122589,126.98749542,2020-10-19 00:00:00.000,,10,QR
182,4792.0, 퇴계로4가 교차로(중구청),중구,서울특별시 중구 퇴계로 235 남산 센트럴 자이,37.5625267,126.9983139,2021-02-02 00:00:00.000,,10,QR
183,4793.0, 동대문역사문화공원역 5번출구,중구,서울특별시 중구 광희동 1가 202-5,37.56430817,127.00647736,2021-02-02 00:00:00.000,,10,QR
184,4794.0, 서울역 서부교차로(3),중구,서울특별시 중구 중구 한강대로 405,37.55540848,126.96942139,2021-04-13 00:00:00.000,,8,QR
185,4796.0, 부산은행,중구,서울특별시 중구 무교로 6,37.5664711,126.97925568,2021-03-09 00:00:00.000,,10,QR
186,4797.0, KG타워 앞,중구,서울특별시 중구 통일로 92 케이지타워,37.56339645,126.96894073,2021-06-01 00:00:00.000,,13,QR
187,4798.0, 황학동롯데캐슬,중구,서울특별시 중구 중구 청계천로 400,37.57162094,127.02204132,2021-07-15 00:00:00.000,,10,QR
188,4800.0, 필동 삼거리,중구,서울특별시 중구 서애로 33 티엔에스빌딩,37.55969238,126.99648285,2022-03-07 00:00:00.000,,5,QR
189,4801.0, 충정로역 2호선(엘리베이터 앞),중구,서울특별시 중구 서소문로 18 에이원빌딩,37.55937576,126.96414185,2022-03-04 00:00:00.000,,5,QR
190,6053.0, 중부세무서 앞,중구,서울특별시 중구 남학동 12-1,37.56092453,126.99066162,2022-10-18 00:00:00.000,,5,QR
191,6054.0,청구e편한세상아파트 113동 앞,중구,신당동 44-40,37.56104279,127.01821136,2023-01-19 00:00:00.000,,5,QR
192,6055.0,한국경제,중구,중구 청파로 463,37.56062698,126.96768188,2023-07-21 00:00:00.000,,8,QR
193,800.0, 목월공원 앞,용산구,서울특별시 용산구 원효로4가 109-10 목월공원 앞,37.53243256,126.95474243,2016-06-29 12:00:00.000,15,,LCD
194,802.0, 한강진역 2번 출구 앞,용산구,서울특별시 용산구 한남동 726-494 한강진역 2번 출구 앞,37.54115295,127.00221252,2016-06-29 12:00:00.000,9,,LCD
195,803.0, 한남초교 앞 보도육교,용산구,서울특별시 용산구 한남동 725-17 한남초교 앞 보도육교,37.53813934,127.00409698,2016-06-29 12:00:00.000,10,,LCD
196,805.0, 문배어린이공원 앞,용산구,서울특별시 용산구 문배동 34-10 문배어린이공원 앞,37.53675842,126.97000122,2016-06-29 12:00:00.000,9,,LCD
197,806.0, 전자랜드 본관 앞,용산구,서울특별시 용산구 한강로3가 16-8 전자랜드 본관 앞,37.5330658,126.96073151,2016-06-29 12:00:00.000,20,,LCD
198,807.0, 서울역 12번 출구 앞,용산구,서울특별시 용산구 동자동 14-229 서울역 12번 출구 앞,37.55227661,126.97268677,2016-06-29 12:00:00.000,10,10,QR
199,808.0, 서빙고동 금호맨션 앞,용산구,서울특별시 용산구 서빙고동 235-5 서빙고동 금호맨션 앞,37.520504,126.98973846,2016-06-29 12:00:00.000,10,10,QR
200,809.0, 한남 유수지 복개주차장,용산구,서울특별시 용산구 독서당로 18 한남 유수지 복개주차장,37.53016663,127.00743866,2016-06-29 12:00:00.000,10,10,QR
201,810.0, 이태원지하보도,용산구,서울특별시 용산구 용산동2가 5-1812 이태원지하보도,37.53841019,126.98664856,2016-06-29 12:00:00.000,10,,LCD
202,811.0, 녹사평역1번출구,용산구,서울특별시 용산구 용산동2가 6-7 녹사평역1번출구,37.53507996,126.98538208,2016-06-29 12:00:00.000,20,20,QR
203,812.0, 용산전쟁기념관,용산구,서울특별시 용산구 용산동1가 8-4 용산전쟁기념관,37.53483963,126.97766113,2016-06-29 12:00:00.000,10,,LCD
204,813.0, 삼각지역 3번출구,용산구,서울특별시 용산구 한강로1가 228-1 삼각지역 3번출구,37.53351212,126.97227478,2016-06-29 12:00:00.000,20,20,QR
205,815.0, LIG강촌아파트 103동앞,용산구,서울특별시 용산구 이촌동301-5 LIG강촌아파트 103동앞,37.51850891,126.97879791,2016-06-29 12:00:00.000,30,30,QR
206,816.0, 신용산역 6번출구 앞,용산구,서울특별시 용산구 한강대로 115 신용산역 6번출구 앞,37.53014755,126.96848297,2016-07-06 12:00:00.000,25,,LCD
207,817.0, 삼각지역 4번출구 앞,용산구,서울특별시 용산구 한강대로 161 삼각지역 4번출구 앞,37.53345108,126.97173309,2016-07-06 12:00:00.000,9,9,QR
208,818.0, 숙명여대 입구 교차로,용산구,서울특별시 용산구 청파로47길 100 숙명여대 입구 교차로,37.54489517,126.96938324,2016-07-06 12:00:00.000,12,12,QR
209,819.0, 선린인터넷 고등학교,용산구,서울특별시 용산구 원효로97길 33-4 선린인터넷 고등학교,37.54165268,126.97050476,2016-07-06 12:00:00.000,12,,LCD
210,820.0, 청파동입구 교차로,용산구,서울특별시 용산구 한강대로 349 청파동입구 교차로,37.54902649,126.97194672,2016-07-06 12:00:00.000,10,,LCD
211,822.0, 이촌1동 마을공원,용산구,서울특별시 용산구 이촌로 219 이촌1동 마을공원,37.52202606,126.96618652,2016-07-06 12:00:00.000,10,10,QR
212,823.0, 효창동주민센터 앞,용산구,서울특별시 용산구 효창원로 161 효창동주민센터 앞,37.54232025,126.96195984,2016-07-06 12:00:00.000,10,10,QR
213,825.0, 서빙고동 주민센터 앞,용산구,서울특별시 용산구 서빙고로 279 서빙고동 주민센터 앞,37.52033615,126.9942627,2016-07-06 12:00:00.000,15,15,QR
214,827.0, 국군복지단,용산구,서울특별시 용산구 두텁바위로 54-99 국군복지단,37.54188538,126.97966003,2017-11-28 11:56:23.000,14,,LCD
215,828.0, 숙대입구역 8번,용산구,서울특별시 용산구 한강대로 289 숙대입구역 8번,37.54407883,126.97200012,2017-11-28 11:57:13.000,7,,LCD
216,829.0,한강대교 북단 교차로,용산구,서울특별시 용산구 한강대로 23 베르가모앞,37.52293015,126.96169281,2017-11-28 11:57:57.000,40,,LCD
217,830.0,강변삼성스위트아파트 앞,용산구,서울특별시 용산구 원효로 35 청암자이아파트앞,37.53442383,126.94857025,2017-11-28 11:58:57.000,10,,LCD
218,831.0,이태원관광특구A(녹사평역쪽),용산구,서울특별시 용산구 이태원로 134 이태원관광특구입구,37.53427887,126.98856354,2017-11-28 11:59:45.000,10,,LCD
219,832.0, 이촌1동 주민센터 뒤,용산구,서울특별시 용산구 이촌로71길 24 이촌1동 주민센터 뒤,37.5212822,126.97346497,2017-12-22 14:16:58.000,20,,LCD
220,834.0, 효창공원앞역 3번출구 뒤,용산구,서울특별시 용산구 백범로 지하 287 효창공원앞역 3번출구 뒤,37.53900909,126.96138,2017-12-22 14:18:31.000,15,15,QR
221,835.0, 남영역 건너편,용산구,서울특별시 용산구 한강대로77길 18 남영역 건너편,37.54198074,126.97154236,2017-12-22 14:20:27.000,10,,LCD
222,836.0, 현대자동차서비스 앞,용산구,서울특별시 용산구 원효로 74 현대자동차서비스 앞,37.53142166,126.95149994,2017-12-22 14:21:30.000,15,,LCD
223,837.0, 한남나들목 입구,용산구,서울특별시 용산구 서빙고로 417 한남나들목 입구,37.52906036,127.00672913,2017-12-22 14:22:33.000,10,,LCD
224,838.0, 숙대입구역 4번출구,용산구,서울특별시 용산구 한강대로 지하 306 숙대입구역 4번출구,37.5444603,126.97238922,2018-12-14 00:00:00.000,8,,LCD
225,839.0, 보광동 삼성리버빌아파트 앞,용산구,서울특별시 용산구 보광로5길 40 보광동 삼성리버빌아파트 앞,37.5240097,127.00144958,2018-12-14 00:00:00.000,10,,LCD
226,840.0, 용산 파크타워 앞,용산구,서울특별시 용산구 서빙고로 67 용산 파크타워 앞,37.52365112,126.97026825,2018-10-14 00:00:00.000,10,,LCD
227,841.0, 신용산역 1번 출구,용산구,서울특별시 용산구 한강대로 100 신용산역 1번 출구,37.52960968,126.96887207,2018-10-12 00:00:00.000,15,30,QR
228,843.0,이태원관광특구B(용산구청쪽),용산구,서울특별시 용산구 이태원로 134 녹사평역 광장,37.53379822,126.98867035,2018-10-07 00:00:00.000,10,19,QR
229,844.0, 이촌2동 동원베네스트 아파트 앞,용산구,서울특별시 용산구 이촌로14길 7 이촌2동 동원베네스트 아파트 앞,37.5271492,126.95516205,2018-10-19 00:00:00.000,15,,LCD
230,845.0, 용산 선인상가,용산구,서울특별시 용산구 새창로 181 선인상가,37.53269958,126.96437836,2018-09-09 00:00:00.000,16,,LCD
231,846.0, 용산중학교,용산구,서울특별시 용산구 두텁바위로 74 용산중학교,37.54650116,126.9809494,2018-12-14 00:00:00.000,15,,LCD
232,848.0, 삼각지12번 출구,용산구,서울특별시 용산구 이태원로 29 전쟁기념관,37.53488922,126.97562408,2020-03-28 00:00:00.000,,10,QR
233,849.0, 삼각지 자이아파트,용산구,서울특별시 용산구 한강대로 205 용산파크자이,37.53607941,126.97341919,2020-03-30 00:00:00.000,,20,QR
234,850.0, KCC용산월츠타워,용산구,서울특별시 용산구 백범로90길 34 구두수선대,37.53739929,126.96892548,2020-03-28 00:00:00.000,,15,QR
235,851.0,효창 푸르지오 앞,용산구,서울특별시 용산구 백범로 260 효창파크 푸르지오,37.54047775,126.95811462,2020-03-28 00:00:00.000,,10,QR
236,852.0,청암자이아파트 앞,용산구,서울특별시 용산구 삼개로 60 천년명가 청암자이,37.53452682,126.9471817,2020-03-28 00:00:00.000,,30,QR
237,853.0,용산역 맞은편,용산구,서울특별시 용산구 한강로2가 408-5,37.52848816,126.9658432,2020-04-07 00:00:00.000,,19,QR
238,854.0,HID 유족동지회 앞,용산구,서울특별시 용산구 이태원로 287 6호선 한강진역,37.53872681,127.00154877,2020-04-05 00:00:00.000,,10,QR
239,855.0,이촌역5번출구 앞,용산구,서울특별시 용산구 서빙고로 83 4호선 이촌역,37.52272415,126.97277069,2020-04-07 00:00:00.000,,10,QR
240,857.0, 현대 안성타워,용산구,서울특별시 용산구 이태원로 261-1 구두수선대,37.53502274,126.9980545,2020-04-07 00:00:00.000,,10,QR
241,858.0,녹사평역3번 출구,용산구,서울특별시 용산구 용산동4가 10-4,37.53440857,126.9868927,2020-04-07 00:00:00.000,,10,QR
242,859.0,남산공원 야외식물원 앞,용산구,서울특별시 용산구 이태원동 259-16,37.54188538,126.99586487,2020-04-05 00:00:00.000,,10,QR
243,860.0,LG한강 자이아파트 앞,용산구,서울특별시 용산구 이촌동 429,37.52074814,126.9708252,2020-04-07 00:00:00.000,,22,QR
244,863.0,이촌역2번 출구,용산구,서울특별시 용산구 용산동5가 17,37.52177048,126.977005,2020-04-07 00:00:00.000,,10,QR
245,864.0,순천향대학병원(한남오거리),용산구,서울특별시 용산구 한남동 704-11,37.53514099,127.00600433,2020-04-05 00:00:00.000,,10,QR
246,866.0,브라운스톤 남산아파트,용산구,서울특별시 용산구 후암로 65 브라운스톤 남산아파트,37.551548,126.97686005,2020-03-30 00:00:00.000,,10,QR
247,867.0,서빙고역 광장(1번출구),용산구,서울특별시 용산구 서빙고동 241-37,37.51990891,126.98923492,2020-04-07 00:00:00.000,,10,QR
248,869.0,노들섬 동측 앞,용산구,서울특별시 용산구 이촌동 303-8,37.51729584,126.95914459,2020-04-03 00:00:00.000,,10,QR
249,870.0,노들섬 서측 앞,용산구,서울특별시 용산구 이촌동 304-11,37.51731873,126.95829773,2020-04-03 00:00:00.000,,10,QR
250,4602.0, 숙명여대앞 버스정류소 주변,용산구,서울특별시 용산구 청파로47길 99,37.54498672,126.96430206,2020-10-29 00:00:00.000,,10,QR
251,4603.0, 한강GS에클라트 건너편 교통섬,용산구,서울특별시 용산구 원효로4가 113-54,37.53200531,126.95555878,2021-06-25 00:00:00.000,,10,QR
252,4604.0, 원효로다목적체육관 앞,용산구,서울특별시 용산구 원효로3가 54-14,37.5332222,126.95723724,2020-10-30 00:00:00.000,,15,QR
253,4605.0," 노들섬 다목적홀(동쪽) 숲, 앞",용산구,서울특별시 용산구 이촌동 303-15,37.51758957,126.95922089,2020-10-30 00:00:00.000,,10,QR
254,4607.0, 국립중앙박물관 -용산가족공원 앞,용산구,서울특별시 용산구 용산동6가 11-438,37.52087784,126.97971344,2020-10-29 00:00:00.000,,10,QR
255,4608.0, 국립중앙박물관 정문 앞,용산구,서울특별시 용산구 용산동6가 11-438,37.52145767,126.97767639,2020-10-30 00:00:00.000,,10,QR
256,4609.0, 파크타워 104동 앞,용산구,서울특별시 용산구 서빙고로 69 파크타워아파트,37.52330017,126.97206116,2020-10-30 00:00:00.000,,10,QR
257,4610.0, 한남나인원 105동 앞,용산구,서울특별시 용산구 한남대로 91,37.53591919,127.00541687,2020-10-29 00:00:00.000,,10,QR
258,4611.0, 국제루터교회 앞,용산구,서울특별시 용산구 한남대로 148,37.54143906,127.00376129,2020-10-29 00:00:00.000,,10,QR
259,4612.0, 한남 준 JFSS 앞,용산구,서울특별시 용산구 이태원로 255,37.53749847,127.00084686,2020-10-29 00:00:00.000,,8,QR
260,4613.0, 서울갤러리아 앞,용산구,서울특별시 용산구 이태원로 239,37.53599548,126.99948883,2020-10-29 00:00:00.000,,7,QR
261,4615.0, 크라운호텔앞 버스정류소,용산구,서울특별시 용산구 녹사평대로 140,37.53030014,126.99137878,2020-10-29 00:00:00.000,,7,QR
262,4616.0, 신용산지하차도 앞,용산구,서울특별시 용산구 한강로3가 6,37.53248215,126.96411896,2020-10-30 00:00:00.000,,15,QR
263,4617.0, 동원베네스트 건너편,용산구,서울특별시 용산구 한강로3가 37-2,37.52761078,126.95511627,2020-10-30 00:00:00.000,,6,QR
264,4618.0, 풍전아파트 건너편,용산구,서울특별시 용산구 원효로4가 114-38,37.53237915,126.95252991,2020-10-30 00:00:00.000,,10,QR
265,4619.0, 한강트럼프월드3차 앞,용산구,서울특별시 용산구 한강대로 26,37.52301788,126.96240997,2020-10-30 00:00:00.000,,10,QR
266,4620.0, 삼각지역 14번 출구 앞(교통섬),용산구,서울특별시 용산구 이태원로 6,37.53528595,126.97408295,2020-10-29 00:00:00.000,,8,QR
267,4621.0, 남산도서관 앞,용산구,서울특별시 용산구 소월로 109 남산도서관,37.55240631,126.98201752,2022-03-04 00:00:00.000,,12,QR
268,4622.0, 한강중학교 앞 버스정류장,용산구,서울특별시 용산구 녹사평대로73,37.5251503,126.99208832,2020-10-29 00:00:00.000,,6,QR
269,4623.0, 라인프랜즈이태원점 앞,용산구,서울특별시 용산구 이태원로 177 6호선 이태원역,37.53453064,126.99619293,2020-10-29 00:00:00.000,,10,QR
270,4625.0, 용산공원갤러리앞,용산구,서울특별시 용산구 한강로1가 1-1,37.5393219,126.97319031,2020-11-03 00:00:00.000,,8,QR
271,4627.0, 효창공원앞역 5번출구 옆,용산구,서울특별시 용산구 용문동 5-47,37.53851318,126.96355438,2020-10-29 00:00:00.000,,7,QR
272,4629.0, 한강초교보도육교 앞,용산구,서울특별시 용산구 한강대로 52-1,37.52544022,126.96459961,2020-10-30 00:00:00.000,,8,QR
273,4632.0, 용산 푸르지오 파크타운 1단지 앞,용산구,서울특별시 용산구 용산구 동빙고동 315,37.52529526,126.99583435,2021-07-14 00:00:00.000,,6,QR
274,4633.0, 센트럴파크타워 앞,용산구,서울특별시 용산구 한강로2가 220-4,37.52703476,126.96617889,2021-08-18 00:00:00.000,,16,QR
275,4634.0, 이태원역 3번 출구,용산구,서울특별시 용산구 이태원로 186 국민은행,37.53440094,126.99466705,2022-03-16 00:00:00.000,,5,QR
276,4636.0, 용산구꿈나무종합타운 앞,용산구,서울특별시 용산구 원효로2가 1-73,37.53786087,126.96565247,2022-06-08 00:00:00.000,,8,QR
277,4637.0, 용산시티파크 101동 앞,용산구,서울특별시 용산구 한강로3가 64,37.52468109,126.96819305,2022-06-09 00:00:00.000,,10,QR
278,4638.0, 청파동삼거리 앞,용산구,서울특별시 용산구 청파로 312,37.54733658,126.97038269,2022-06-09 00:00:00.000,,10,QR
279,4639.0, 동빙고근린공원,용산구,서울특별시 용산구 용산동6가 69-170,37.51794052,126.98370361,2022-06-09 00:00:00.000,,10,QR
280,4640.0, 원효로2가 교차로,용산구,서울특별시 용산구 원효로53길 4,37.53577805,126.96221161,2022-09-07 00:00:00.000,,8,QR
281,4641.0, 아메리칸센터,용산구,서울특별시 용산구 이태원로 59,37.54039001,126.97349548,2022-09-14 00:00:00.000,,10,QR
282,4642.0, 용산더프라임아파트 101동 앞,용산구,서울특별시 용산구 문배동 44,37.53930283,126.97050476,2022-10-17 00:00:00.000,,10,QR
283,4643.0,한가람아파트 앞,용산구,용산구 이촌동 301-5,37.5202713,126.97335052,2023-07-17 00:00:00.000,,7,QR
284,3511.0, 응봉역 1번출구,성동구,서울특별시 성동구 고산자로 123 응봉동 3-10,37.55125046,127.03510284,2017-11-01 16:00:00.000,10,,LCD
285,3513.0, 상왕십리역 1번출구,성동구,서울특별시 성동구 하왕십리동 860-1 상왕십리역 1번출구,37.56460953,127.02919769,2017-11-01 16:00:00.000,15,,LCD
